Date,DayOfWeek,TotalTraffic,WeekdayMean,WeekdayStd,ZScore,IsSpecialEvent
2017-02-23,3,3892,1991.4137931034484,794.5854638378568,2.3919216917418784,True
2017-04-02,6,2510,1356.5977011494253,499.1545284282892,2.310711880111246,True
2017-06-06,1,3544,2002.0114942528735,770.3968094770333,2.0015510017413893,True
2017-06-13,1,3685,2002.0114942528735,770.3968094770333,2.184573566561868,True
2017-06-14,2,3506,1991.16091954023,751.964587760392,2.0145085355302164,True
2017-06-22,3,3859,1991.4137931034484,794.5854638378568,2.3503906022595595,True
2017-06-27,1,3709,2002.0114942528735,770.3968094770333,2.2157263435525874,True
2017-06-28,2,3579,1991.16091954023,751.964587760392,2.11158757513954,True
2017-06-30,4,3363,1884.471264367816,702.1844129187555,2.105613152941425,True
